id,tokens,slots,intent
train-00275,euh hum combien la chambre,O O objet-B lienRef-coRef-B objet-B,
train-00276,combien la chambre,objet-B lienRef-coRef-B objet-B,
train-00277,je réserve,command-tache-B command-tache-I,
train-00278,oui je réserve,reponse-B command-tache-B command-tache-I,
train-00279,très bien,O O,
train-00280,vas-y effectue,O command-tache-B,
train-00281,c' est c' est trop cher,comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I,
train-00282,ouais ouais ouais je veux une autre information je voudrais réserver trois nuits du neuf au douze août à Arles,reponse-B reponse-I reponse-I command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I command-tache-B command-tache-I command-tache-I sejour-nbNuit-B sejour-nbNuit-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I localisation-ville-B localisation-ville-I,
train-00283,je ne vais pas payer plus de que plus de quatre vingt dix euros,O O O comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B,
train-00284,parfait je veux réserver deux chambres individuelles chambres voisines si possible,O command-tache-B command-tache-I command-tache-I nombre-chambre-B chambre-type-B chambre-type-I chambre-voisine-B chambre-voisine-I O O,
train-00285,ouais,reponse-B,
train-00286,non,reponse-B,
train-00287,non,reponse-B,
train-00288,une réservation pour la première semaine d' août dans l' ouest de Paris pour un couple une chambre euh cinquante euros près d' un endroit animé,command-tache-B command-tache-I temps-axeTps-B temps-axeTps-I temps-axeTps-I temps-unite-B temps-mois-B temps-mois-I localisation-cardinal-B localisation-cardinal-I localisation-cardinal-I localisation-cardinal-I localisation-ville-B sejour-nbCouple-B sejour-nbCouple-I sejour-nbCouple-I nombre-chambre-B nombre-chambre-I O paiement-montant-entier-B paiement-monnaie-B localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-00289,oui,reponse-B,
train-00290,il faut que ça soit à cinquante euros et près d' un endroit animé,O O O O O O paiement-montant-entier-B paiement-monnaie-B connectProp-B localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-00291,pour un couple une chambre,sejour-nbCouple-B sejour-nbCouple-I sejour-nbCouple-I nombre-chambre-B nombre-chambre-I,
train-00292,il faut que ça soit près d' un endroit animé,O O O O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-00293,euh rappelez les tarifs,O command-dial-B lienRef-coRef-B objet-B,
train-00294,aucun,reponse-B,
train-00295,non,reponse-B,
train-00296,non,reponse-B,
train-00297,je souhaiterais réserver un hôtel à Saint-Dizier,command-tache-B command-tache-I command-tache-I objetBD-B objetBD-I localisation-ville-B localisation-ville-I,
train-00298,euh je souhaiterais les trois premiers jours de février,O O O nombre-temps-B nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I,
train-00299,deux hôtels,nombre-hotel-B nombre-hotel-I,
train-00300,euh je souhaiterais des détails,O command-tache-B command-tache-I command-tache-I command-tache-I,
train-00301,alors je souhaite une chambre individuelle le moins cher possible et absolument dans une chambre non-fumeur,O O O nombre-chambre-B chambre-type-B chambre-type-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I connectProp-B O O nombre-chambre-B chambre-fumeur-B chambre-fumeur-I,
train-00302,je souhaite des informations supplémentaires,command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I,
train-00303,quel est le prix de la chambre,O O lienRef-coRef-B objet-B O lienRef-coRef-B objet-B,
train-00304,euh je souhaiterais des informations supplémentaires,O command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I,
train-00305,dans quel quartier est situé l' hôtel,objet-B objet-I objet-I O O lienRef-coRef-B objetBD-B,
train-00306,oui,reponse-B,
train-00307,une chambre,nombre-chambre-B nombre-chambre-I,
train-00308,un seul,nombre-B nombre-I,
train-00309,oui je souhaite réserver,reponse-B command-tache-B command-tache-I command-tache-I,
train-00310,non merci,reponse-B O,
train-00311,oui,reponse-B,
train-00312,je voudrais faire des réservations d' hôtel,command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I objetBD-B objetBD-I,
train-00313,alors du trois juin au cinq juin euh à Rouen,O temps-date-B temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I O localisation-ville-B localisation-ville-I,
train-00314,à Rouen,localisation-ville-B localisation-ville-I,
train-00315,oui,reponse-B,
train-00316,oui,reponse-B,
train-00317,centre ville,localisation-lieuRelatif-B localisation-lieuRelatif-I,
train-00318,euh d' autres informations,O command-tache-B command-tache-I command-tache-I,
train-00319,euh les tarifs,O lienRef-coRef-B objet-B,
train-00320,euh réserver,O command-tache-B,
train-00321,une chambre,nombre-chambre-B nombre-chambre-I,
train-00322,un adulte,sejour-nbAdulte-B sejour-nbAdulte-I,
train-00323,il il n' y a pas d' enfant,sejour-nbEnfant-B sejour-nbEnfant-I sejour-nbEnfant-I sejour-nbEnfant-I sejour-nbEnfant-I sejour-nbEnfant-I sejour-nbEnfant-I sejour-nbEnfant-I,
train-00324,non,reponse-B,
train-00325,oui,reponse-B,
train-00326,à l' hôtel Ibis,hotel-marque-B hotel-marque-I hotel-marque-I hotel-marque-I,
train-00327,oui,reponse-B,
train-00328,oui,reponse-B,
train-00329,réserver un hôtel à Nantes,command-tache-B objetBD-B objetBD-I localisation-ville-B localisation-ville-I,
train-00330,du cinq au sept juin,temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I,
train-00331,euh une chambre simple,O nombre-chambre-B chambre-type-B chambre-type-I,
train-00332,oui,reponse-B,
train-00333,une chambre simple,nombre-chambre-B chambre-type-B chambre-type-I,
train-00334,euh oui l' hôtel Ibis,O reponse-B hotel-marque-B hotel-marque-I hotel-marque-I,
train-00335,oui,reponse-B,
train-00336,oui je souhaiterais réserver euh à Mont de Marsan,reponse-B command-tache-B command-tache-I command-tache-I O localisation-ville-B localisation-ville-I localisation-ville-I localisation-ville-I,
train-00337,du sept au onze juin,temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I,
train-00338,oui,reponse-B,
train-00339,oui je ré,reponse-B O O,
train-00340,j' aurais voulu savoir s' il y avait un tennis dans l' hôtel,O O O O O O O O hotel-services-B hotel-services-I O lienRef-coRef-B objetBD-B,
train-00341,une réservation,command-tache-B command-tache-I,
train-00342,une chambre simple,nombre-chambre-B chambre-type-B chambre-type-I,
train-00343,oui,reponse-B,
train-00344,non,reponse-B,
train-00345,non merci,reponse-B O,
train-00346,je voudrais une chambre pour du un au trois février dans la ville de Saint-Dizier d'accord c' est une chambre individuelle,O O nombre-chambre-B nombre-chambre-I temps-date-B temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I localisation-ville-B localisation-ville-I localisation-ville-I localisation-ville-I localisation-ville-I reponse-B O O nombre-chambre-B chambre-type-B chambre-type-I,
train-00347,oui,reponse-B,
train-00348,oui,reponse-B,
train-00349,hum hum,O O,
train-00350,je peux une minute,O O nombre-temps-B temps-unite-B,
train-00351,merci,O,
train-00352,non en fait il faudrait que ça soit donc euh est une non-fumeur et le moins cher possible,reponse-B O O O O O O O O O O nombre-chambre-B chambre-fumeur-B connectProp-B comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I,
train-00353,tout à fait,reponse-B reponse-I reponse-I,
train-00354,d'accord,reponse-B,
train-00355,non quel est le tarif pour ces,reponse-B O O lienRef-coRef-B objet-B O lienRef-coRef-B,
train-00356,deux hôtels,nombre-hotel-B nombre-hotel-I,
train-00357,oui,reponse-B,
train-00358,euh pour l' hôtel des templiers est-ce que c' est disponible pour euh les trois premiers jours donc de février,O nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I nom-hotel-I objet-B objet-I objet-I objet-I objet-I nombre-temps-B nombre-temps-I nombre-temps-I nombre-temps-I temps-axeTps-B temps-unite-B O temps-mois-B temps-mois-I,
train-00359,d'accord donc,reponse-B O,
train-00360,je réserve,command-tache-B command-tache-I,
train-00361,oui oui,reponse-B reponse-I,
train-00362,je vous remercie,O O O,
train-00363,non merci,reponse-B O,
train-00364,au revoir,O O,
train-00365,non,reponse-B,
train-00366,ré une réservation sur Saint-Dizier,command-tache-B command-tache-I command-tache-I localisation-ville-B localisation-ville-I,
train-00367,les trois premiers jours de février,nombre-temps-B nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I,
train-00368,avoir des informations sur le premier hôtel,command-tache-B command-tache-I command-tache-I O lienRef-elsEns-B rang-hotel-B objetBD-B,
train-00369,le prix d' une chambre individuelle et savoir si les cham s' il y a des chambres non-fumeur,lienRef-coRef-B objet-B O nombre-chambre-B chambre-type-B chambre-type-I connectProp-B O O O O O O O O objet-B objet-I objet-I,
train-00370,non,reponse-B,
train-00371,euh le prix de une chambre individuelle sur le second hôtel et savoir si les chambres sont fumeur ou non-fumeur,O lienRef-coRef-B objet-B O nombre-chambre-B chambre-type-B chambre-type-I O lienRef-elsEns-B rang-hotel-B objetBD-B connectProp-B O O lienRef-coRef-B objet-B objet-I objet-I objet-I objet-I,
train-00372,euh sur le premier hôtel,O O lienRef-elsEns-B rang-hotel-B objetBD-B,
train-00373,une chambre individuelle non-fumeur,nombre-chambre-B chambre-type-B chambre-type-I chambre-fumeur-B,
train-00374,oui,reponse-B,
train-00375,non,reponse-B,
train-00376,au revoir,O O,
train-00377,oui,reponse-B,
train-00378,je voudrais s euh je voudrais réserver une chambre individuelle euh à Saint-Dizier pour les trois premiers jours de février,command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I nombre-chambre-B chambre-type-B chambre-type-I O localisation-ville-B localisation-ville-I nombre-temps-B nombre-temps-I nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I,
train-00379,oui,reponse-B,
train-00380,obtenir d' autres informations,command-tache-B command-tache-I command-tache-I command-tache-I,
train-00381,si la chambre est non-fumeur,O lienRef-coRef-B objet-B O objet-B,
train-00382,le premier,lienRef-elsEns-B rang-B,
train-00383,effectuer une réservation une réservation,command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I,
train-00384,une chambre,nombre-chambre-B nombre-chambre-I,
train-00385,un adulte,sejour-nbAdulte-B sejour-nbAdulte-I,
train-00386,oui,reponse-B,
train-00387,non,reponse-B,
train-00388,au revoir,O O,
train-00389,non,reponse-B,
train-00390,alors ça serait pour réserver euh pour trois nuits à Grenoble du trente juin au trente juillet après donc trois nuits également à Marseille du trois juillet au cinq juillet euh et trois nuits à Albi du cinq juillet au sept juillet donc pour une chambre simple à moins de cinquante euros,O command-tache-B command-tache-I command-tache-I command-tache-I O sejour-nbNuit-B sejour-nbNuit-I sejour-nbNuit-I localisation-ville-B localisation-ville-I temps-date-B temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I O O sejour-nbNuit-B sejour-nbNuit-I O localisation-ville-B localisation-ville-I temps-date-B temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I O O sejour-nbNuit-B sejour-nbNuit-I localisation-ville-B localisation-ville-I temps-date-B temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I O O nombre-chambre-B chambre-type-B chambre-type-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-monnaie-B,
train-00391,oui,reponse-B,
train-00392,et et le prix de la chambre simple,O O lienRef-coRef-B objet-B O lienRef-coRef-B chambre-type-B chambre-type-I,
train-00393,ben dans ce cas-là l' hôtel Gloria,O O O O nom-hotel-B nom-hotel-I nom-hotel-I,
train-00394,ben je prends,O O O,
train-00395,oui,reponse-B,
train-00396,très bien,O O,
train-00397,oui j' avais aussi demandé pour trois nuits à Marseille du trois juillet au cinq juillet,reponse-B O O O O sejour-nbNuit-B sejour-nbNuit-I sejour-nbNuit-I localisation-ville-B localisation-ville-I temps-date-B temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I,
train-00398,le prix s' il vous plaît,lienRef-coRef-B objet-B O O O O,
train-00399,donc ça sera pour réserver l' hôtel Pharo,O command-tache-B command-tache-I command-tache-I command-tache-I nom-hotel-B nom-hotel-I nom-hotel-I,
train-00400,très bien je prends,O O O O,
train-00401,oui euh il me faudrait également trois nuits à Albi du cinq juillet au sept juillet,reponse-B O O O O O sejour-nbNuit-B sejour-nbNuit-I localisation-ville-B localisation-ville-I temps-date-B temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I,
train-00402,oui,reponse-B,
train-00403,ben très bien je prends,O O O O O,
train-00404,ben très bien je prends,O O O O O,
train-00405,non,reponse-B,
train-00406,non,reponse-B,
train-00407,une réservation,command-tache-B command-tache-I,
train-00408,à Chartres Vierzon et Arles,localisation-ville-B localisation-ville-I localisation-ville-B localisation-ville-B localisation-ville-I,
train-00409,du cinq au sept août,temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I,
train-00410,deux chambres individuelles,nombre-chambre-B chambre-type-B chambre-type-I,
train-00411,des informations supplémentaires,command-tache-B command-tache-I command-tache-I,
train-00412,le prix le nombre d' étoiles,lienRef-coRef-B objet-B objet-B objet-I objet-I objet-I,
train-00413,oui,reponse-B,
train-00414,le Novotel,hotel-marque-B hotel-marque-I,
train-00415,oui,reponse-B,
train-00416,oui,reponse-B,
train-00417,réservation,command-tache-B,
train-00418,Vierzon,localisation-ville-B,
train-00419,du sept au neuf août,temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I,
train-00420,des informations,command-tache-B command-tache-I,
train-00421,le prix les étoiles,lienRef-coDom-B objet-B objet-B objet-I,
train-00422,oui,reponse-B,
train-00423,oui,reponse-B,
train-00424,oui,reponse-B,
train-00425,réservation,command-tache-B,
train-00426,à Arles,localisation-ville-B localisation-ville-I,
train-00427,du neuf au douze août,temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I,
train-00428,des informations,command-tache-B command-tache-I,
train-00429,le prix les étoiles,lienRef-coRef-B objet-B objet-B objet-I,
train-00430,oui,reponse-B,
train-00431,le Mercure Camargue,hotel-marque-B hotel-marque-I nom-hotel-B,
train-00432,oui,reponse-B,
train-00433,non,reponse-B,
